id;estado;solicitud;tipo_pension_beneficiario;canal;fecha_creacion;fecha_confirmacion;monto
48;3;811810000078;Tipo_03;WEB;03-05-2021 0:16;;0
49;11;811810000080;Tipo_03;WEB;03-05-2021 0:16;08-05-2021 0:41;4,1
50;11;811810000082;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 21:38;150
51;11;811810000084;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 9:20;99,3
52;11;811810000086;Tipo_01;WEB;03-05-2021 0:16;09-05-2021 12:41;113,55
53;11;811810000088;Tipo_01;WEB;03-05-2021 0:17;08-05-2021 9:43;150
54;3;811810000090;Tipo_02;WEB;03-05-2021 0:17;;0
55;11;811810000092;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 10:29;150
56;11;811810000094;Tipo_01;WEB;03-05-2021 0:18;09-05-2021 14:49;82,5
57;11;811810000096;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 10:05;143,45
58;11;811810000098;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 7:19;150
59;11;811810000100;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:50;79,39
60;11;811810000102;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:17;150
61;11;811810000104;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 3:02;136,15
62;11;811810000106;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:15;135,7
63;11;811810000108;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 18:44;127,07
64;11;811810000110;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 9:54;150
65;11;811810000112;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 6:38;117,82
66;11;811810000114;Tipo_03;WEB;03-05-2021 0:19;08-05-2021 10:13;150
67;11;811810000116;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 8:23;58,34
68;4;811810000118;Tipo_03;WEB;03-05-2021 0:20;;0
69;11;811810000120;Tipo_02;WEB;03-05-2021 0:20;10-05-2021 0:44;150
70;11;811810000122;Tipo_01;WEB;03-05-2021 0:20;08-05-2021 1:59;95,28
71;3;811810000124;Tipo_01;WEB;03-05-2021 0:21;;135,81
72;11;811810000126;Tipo_01;WEB;03-05-2021 0:21;08-05-2021 10:25;150
73;3;811810000128;Tipo_01;WEB;03-05-2021 0:21;;0
74;11;811810000130;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 18:25;73,98
75;11;811810000132;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 23:02;130,03
76;11;811810000134;Tipo_03;WEB;03-05-2021 0:21;07-05-2021 23:31;150
77;11;811810000136;Tipo_03;WEB;03-05-2021 0:22;13-05-2021 8:30;35,35
78;11;811810000138;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 13:15;106,27
79;4;811810000140;Tipo_01;WEB;03-05-2021 0:22;;0
80;3;811810000142;Tipo_01;WEB;03-05-2021 0:22;;0
81;11;811810000144;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 0:03;123,98
82;4;811810000146;Tipo_03;WEB;03-05-2021 0:22;;0
83;11;811810000148;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 21:24;150
84;11;811810000150;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 8:06;150
85;11;811810000152;Tipo_03;Call;03-05-2021 0:23;08-05-2021 11:00;150
86;11;811810000154;Tipo_01;WEB;03-05-2021 0:23;09-05-2021 2:57;111,96
87;11;811810000156;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 0:38;105,94
88;11;811810000158;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 13:44;68,79
89;3;811810000160;Tipo_02;WEB;03-05-2021 0:23;;150
90;11;811810000162;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 7:43;81,84
91;11;811810000164;Tipo_03;Call;03-05-2021 0:23;08-05-2021 10:10;150
92;11;811810000166;Tipo_03;WEB;03-05-2021 0:23;08-05-2021 11:58;123,97
93;11;811810000168;Tipo_01;WEB;03-05-2021 0:24;09-05-2021 6:04;128,57
94;11;811810000170;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 10:54;65,88
95;11;811810000172;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 0:41;30,22
96;11;811810000174;Tipo_02;WEB;03-05-2021 0:24;08-05-2021 2:19;131,83
97;11;811810000176;Tipo_01;WEB;03-05-2021 0:24;12-05-2021 10:14;141,77
98;11;811810000178;Tipo_01;WEB;03-05-2021 0:24;08-05-2021 9:20;140,07
99;11;811810000180;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 9:22;90,19
100;11;811810000182;Tipo_02;WEB;03-05-2021 0:25;08-05-2021 19:22;84,95
101;11;811810000184;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 1:45;150
102;11;811810000186;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 9:47;127,68
103;11;811810000188;Tipo_03;WEB;03-05-2021 0:26;12-05-2021 23:28;150
104;11;811810000190;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 7:04;150
105;6;811810000192;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:20;150
106;11;811810000194;Tipo_01;WEB;03-05-2021 0:26;08-05-2021 8:58;71,84
107;11;811810000196;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:30;118,9
108;11;811810000198;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 8:05;150
109;11;811810000200;Tipo_03;WEB;03-05-2021 0:27;10-05-2021 10:05;150
110;11;811810000202;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 18:34;150
111;11;811810000204;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 8:19;150
112;11;811810000206;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 14:18;150
113;11;811810000208;Tipo_03;WEB;03-05-2021 0:28;08-05-2021 0:08;150
114;11;811810000210;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 23:25;150
115;11;811810000212;Tipo_03;WEB;03-05-2021 0:29;09-05-2021 16:39;142,97
116;11;811810000214;Tipo_03;WEB;03-05-2021 0:29;08-05-2021 1:51;88,27
117;3;811810000216;Tipo_02;WEB;03-05-2021 0:29;;0
118;3;811810000218;Tipo_03;WEB;03-05-2021 0:29;;0
119;11;811810000220;Tipo_03;WEB;03-05-2021 0:29;07-05-2021 23:29;100,05
120;11;811810000222;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 8:33;137,17
121;11;811810000224;Tipo_02;WEB;03-05-2021 0:29;08-05-2021 11:05;150
122;11;811810000226;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 10:07;120,93
123;11;811810000228;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 22:40;105,62
124;11;811810000230;Tipo_03;WEB;03-05-2021 0:30;08-05-2021 8:00;150
125;11;811810000232;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:13;149,35
126;11;811810000234;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:24;150
127;11;811810000236;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 1:07;79,59
128;3;811810000238;Tipo_03;WEB;03-05-2021 0:31;;0
129;11;811810000240;Tipo_02;WEB;03-05-2021 0:31;08-05-2021 2:17;150
130;3;811810000242;Tipo_01;WEB;03-05-2021 0:31;;0
131;11;811810000244;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
132;11;811810000246;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 0:11;150
133;4;811810000248;Tipo_03;Sucursal;03-05-2021 0:32;;0
134;11;811810000250;Tipo_01;WEB;03-05-2021 0:32;10-05-2021 16:11;150
135;11;811810000252;Tipo_01;WEB;03-05-2021 0:32;08-05-2021 11:32;95,97
136;11;811810000254;Tipo_03;Sucursal;03-05-2021 0:33;08-05-2021 7:36;139,62
137;4;811810000256;Tipo_03;WEB;03-05-2021 0:33;;0
138;11;811810000258;Tipo_01;WEB;03-05-2021 0:33;08-05-2021 15:46;139,97
139;3;811810000260;Tipo_03;WEB;03-05-2021 0:33;;0
140;11;811810000262;Tipo_01;WEB;03-05-2021 0:33;10-05-2021 11:25;150
141;11;811810000264;Tipo_01;WEB;03-05-2021 0:33;08-05-2021 0:36;124,69
142;11;811810000266;Tipo_02;WEB;03-05-2021 0:33;08-05-2021 0:53;150
143;11;811810000268;Tipo_02;WEB;03-05-2021 0:34;08-05-2021 17:01;150
144;11;811810000270;Tipo_01;WEB;03-05-2021 0:34;08-05-2021 9:02;150
145;11;811810000272;Tipo_01;WEB;03-05-2021 0:34;08-05-2021 10:28;103,52
146;11;811810000274;Tipo_03;WEB;03-05-2021 0:34;08-05-2021 9:21;150
147;11;811810000276;Tipo_02;WEB;03-05-2021 0:34;08-05-2021 14:17;150
148;3;811810000278;Tipo_01;WEB;03-05-2021 0:34;;0
149;11;811810000280;Tipo_01;WEB;03-05-2021 0:35;11-05-2021 12:35;34,92
150;3;811810000282;Tipo_01;WEB;03-05-2021 0:35;;0
151;11;811810000284;Tipo_03;WEB;03-05-2021 0:35;08-05-2021 22:24;53,69
152;11;811810000286;Tipo_03;WEB;03-05-2021 0:36;08-05-2021 15:13;94,02
153;11;811810000288;Tipo_02;WEB;03-05-2021 0:36;08-05-2021 8:19;150
154;11;811810000290;Tipo_03;WEB;03-05-2021 0:36;08-05-2021 1:03;141,71
155;11;811810000292;Tipo_02;WEB;03-05-2021 0:36;08-05-2021 11:17;150
156;11;811810000294;Tipo_01;WEB;03-05-2021 0:36;08-05-2021 9:10;150
157;11;811810000296;Tipo_03;Sucursal;03-05-2021 0:37;08-05-2021 0:32;15,5
158;11;811810000298;Tipo_03;WEB;03-05-2021 0:37;08-05-2021 0:42;150
159;11;811810000300;Tipo_01;WEB;03-05-2021 0:37;08-05-2021 11:46;125,23
160;3;811810000302;Tipo_02;WEB;03-05-2021 0:38;;0
161;11;811810000304;Tipo_03;WEB;03-05-2021 0:40;08-05-2021 13:43;16,97
162;11;811810000306;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 14:16;138,93
163;11;811810000308;Tipo_02;WEB;03-05-2021 0:40;08-05-2021 10:24;133,08
164;11;811810000310;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 18:13;150
165;11;811810000312;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 14:49;42,98
166;11;811810000314;Tipo_01;WEB;03-05-2021 0:41;09-05-2021 11:42;98,7
167;3;811810000316;Tipo_03;WEB;03-05-2021 0:41;;0
168;11;811810000318;Tipo_01;WEB;03-05-2021 0:41;08-05-2021 0:44;99
169;11;811810000320;Tipo_01;WEB;03-05-2021 0:41;08-05-2021 11:48;79,08
170;3;811810000322;Tipo_01;WEB;03-05-2021 0:42;;0
171;11;811810000324;Tipo_03;Call;03-05-2021 0:42;08-05-2021 4:03;102,33
172;11;811810000326;Tipo_01;WEB;03-05-2021 0:42;10-05-2021 12:51;150
173;11;811810000328;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 0:22;73,16
174;11;811810000330;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 0:28;150
175;11;811810000332;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 22:00;150
176;6;811810000334;Tipo_01;WEB;03-05-2021 0:42;;66,07
177;11;811810000336;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 10:07;95,06
178;11;811810000338;Tipo_03;WEB;03-05-2021 0:43;08-05-2021 13:01;44,49
179;3;811810000340;Tipo_01;WEB;03-05-2021 0:43;;0
180;11;811810000342;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 22:32;60,83
181;11;811810000344;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 3:24;150
182;11;811810000346;Tipo_03;WEB;03-05-2021 0:43;10-05-2021 10:25;54,78
183;11;811810000348;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 22:26;150
184;11;811810000350;Tipo_01;WEB;03-05-2021 0:44;11-05-2021 0:46;150
185;11;811810000352;Tipo_03;WEB;03-05-2021 0:44;08-05-2021 0:25;150
186;3;811810000354;Tipo_01;WEB;03-05-2021 0:44;;0
187;3;811810000356;Tipo_01;WEB;03-05-2021 0:44;;150
188;11;811810000358;Tipo_02;WEB;03-05-2021 0:44;08-05-2021 8:28;150
189;11;811810000360;Tipo_02;WEB;03-05-2021 0:45;12-05-2021 15:25;150
190;11;811810000362;Tipo_01;WEB;03-05-2021 0:45;08-05-2021 11:43;79,98
191;11;811810000364;Tipo_02;WEB;03-05-2021 0:45;08-05-2021 8:07;150
192;3;811810000366;Tipo_02;WEB;03-05-2021 0:45;;121,69
193;11;811810000368;Tipo_01;WEB;03-05-2021 0:45;08-05-2021 12:21;106,91
194;11;811810000370;Tipo_01;WEB;03-05-2021 0:46;09-05-2021 22:23;150
195;11;811810000372;Tipo_03;WEB;03-05-2021 0:46;08-05-2021 0:02;106,78
196;11;811810000374;Tipo_01;WEB;03-05-2021 0:46;08-05-2021 1:01;107,29
197;4;811810000376;Tipo_01;WEB;03-05-2021 0:46;;0
198;11;811810000378;Tipo_03;Call;03-05-2021 0:46;08-05-2021 7:47;102,63
199;11;811810000380;Tipo_01;WEB;03-05-2021 0:46;11-05-2021 10:35;129,28
200;11;811810000382;Tipo_03;Call;03-05-2021 0:47;09-05-2021 2:55;107,2
201;11;811810000384;Tipo_01;WEB;03-05-2021 0:47;08-05-2021 16:29;89,18
202;11;811810000386;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;15,5
203;11;811810000388;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;45,5
204;11;811810000390;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;63,5
205;11;811810000392;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;52,2
206;11;811810000394;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;11,2
207;11;811810000396;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;15,5
208;11;811810000398;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;15,5
209;11;811810000400;Tipo_03;Sucursal;04-05-2021 0:37;08-05-2021 0:32;15,5
210;11;811810000402;Tipo_03;Sucursal;05-05-2021 0:47;08-05-2021 0:32;15,5
211;11;811810000404;Tipo_03;Sucursal;05-05-2021 0:47;08-05-2021 0:32;15,5
212;11;811810000406;Tipo_02;Sucursal;05-05-2021 0:47;08-05-2021 0:32;12,4
213;11;811810000408;Tipo_03;Sucursal;05-05-2021 0:47;08-05-2021 0:32;1,4
214;11;811810000410;Tipo_03;Sucursal;05-05-2021 0:47;08-05-2021 0:32;51,6
215;11;811810000412;Tipo_03;Sucursal;05-05-2021 0:47;08-05-2021 0:32;125,1
216;11;811810000414;Tipo_02;Sucursal;05-05-2021 0:47;08-05-2021 0:32;15,5
217;11;811810000416;Tipo_02;Sucursal;06-05-2021 0:47;08-05-2021 0:32;155,5
218;11;811810000418;Tipo_02;Sucursal;06-05-2021 0:47;08-05-2021 0:32;1525,1
219;11;811810000420;Tipo_02;Sucursal;06-05-2021 0:47;08-05-2021 0:32;15,5
220;11;811810000422;Tipo_02;Sucursal;06-05-2021 0:47;08-05-2021 0:32;15,5
221;11;811810000424;Tipo_02;Sucursal;06-05-2021 0:47;09-05-2021 0:47;200,4
222;11;811810000426;Tipo_02;Sucursal;06-05-2021 0:47;09-05-2021 0:47;15,5
223;11;811810000428;Tipo_02;Sucursal;07-05-2021 0:47;09-05-2021 0:47;15,5
224;11;811810000430;Tipo_02;Sucursal;07-05-2021 0:47;09-05-2021 0:47;523,4
225;11;811810000432;Tipo_03;Sucursal;07-05-2021 0:47;09-05-2021 0:47;22,1
226;11;811810000434;Tipo_03;Sucursal;07-05-2021 0:47;09-05-2021 0:47;15,5
227;11;811810000436;Tipo_03;Sucursal;08-05-2021 0:47;09-05-2021 0:47;15,5
228;11;811810000438;Tipo_03;Sucursal;08-05-2021 0:47;15-05-2021 0:47;15252,8
229;11;811810000440;Tipo_03;Sucursal;08-05-2021 0:47;15-05-2021 0:47;15,5
230;11;811810000442;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;15,5
231;11;811810000444;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;110,1
232;11;811810000446;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;15,5
233;11;811810000448;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;110,1
234;11;811810000450;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;110,1
235;11;811810000452;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;110,1
236;11;811810000454;Tipo_02;Sucursal;09-05-2021 0:47;15-05-2021 0:47;110,1
237;11;811810000456;Tipo_02;Sucursal;12-05-2021 0:47;15-05-2021 0:47;110,1
238;11;811810000458;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;110,1
239;11;811810000460;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;110,1
240;11;811810000462;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;53,69
241;11;811810000464;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;94,02
242;11;811810000466;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;110,1
243;11;811810000468;Tipo_03;Sucursal;12-05-2021 0:47;15-05-2021 0:47;110,1
244;11;811810000470;Tipo_03;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
245;11;811810000472;Tipo_03;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
246;11;811810000474;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;53,69
247;11;811810000476;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;94,02
248;11;811810000478;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
249;11;811810000480;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
250;11;811810000482;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
251;11;811810000484;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;110,1
252;11;811810000486;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;200,4
253;11;811810000488;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;200,4
254;11;811810000490;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;200,4
255;11;811810000492;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;53,69
256;3;811810000494;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;94,02
257;3;811810000496;Tipo_01;Sucursal;14-05-2021 0:37;22-05-2021 0:47;200,4
258;3;811810000498;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;200,4
259;3;811810000500;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;200,4
260;3;811810000502;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;200,4
261;3;811810000504;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;1005,5
262;3;811810000506;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;15,5
263;3;811810000508;Tipo_01;Sucursal;27-05-2021 0:37;01-06-2021 0:32;15,5
264;3;811810000510;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;53,69
265;3;811810000512;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;94,02
266;3;811810000514;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;15,5
267;4;811810000516;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;15,5
268;4;811810000518;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;15,5
269;4;811810000520;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;155,5
270;4;811810000522;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;155,5
271;4;811810000524;Tipo_01;Sucursal;01-06-2021 0:32;07-06-2021 0:32;155,5
272;4;811810000526;Tipo_01;Sucursal;02-06-2021 0:32;10-06-2021 0:32;155,5
273;4;811810000528;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;155,5
274;4;811810000530;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;155,5
275;4;811810000532;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;15,5
276;4;811810000534;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;53,69
277;4;811810000536;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;94,02
278;4;811810000538;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;15,5
279;4;811810000540;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;53,69
280;4;811810000542;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;94,02
281;4;811810000544;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;15,5
282;4;811810000546;Tipo_03;Sucursal;02-06-2021 0:32;10-06-2021 0:32;15,5
283;4;811810000548;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;53,69
284;4;811810000550;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;94,02
285;4;811810000552;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;15,5
286;4;811810000554;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;15,5
287;4;811810000556;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;53,69
288;11;811810000558;Tipo_03;Sucursal;03-06-2021 0:37;15-06-2021 0:32;94,02
