id;estado;solicitud;tipo_pension_beneficiario;canal;fecha_creacion;fecha_confirmacion;monto
48;3;811881181477;Tipo_03;WEB;03-05-2021 0:16;;0
49;11;811881181366;Tipo_03;WEB;03-05-2021 0:16;08-05-2021 0:41;4,1
50;11;811881181474;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 21:38;150
51;11;811881181475;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 9:20;99,3
52;11;811881181154;Tipo_01;WEB;03-05-2021 0:16;09-05-2021 12:41;113,55
53;11;811881181373;Tipo_01;WEB;03-05-2021 0:17;08-05-2021 9:43;150
54;3;811881181058;Tipo_02;WEB;03-05-2021 0:17;;0
55;11;811881181588;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 10:29;150
56;11;811881181864;Tipo_01;WEB;03-05-2021 0:18;09-05-2021 14:49;82,5
57;11;811881181695;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 10:05;143,45
58;11;811881181587;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 7:19;150
59;11;811881181588;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:50;79,39
60;11;811881181371;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:17;150
61;11;811881181367;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 3:02;136,15
62;11;8118811817100;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:15;135,7
63;11;811881181698;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 18:44;127,07
64;11;811881181696;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 9:54;150
65;11;811881181691;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 6:38;117,82
66;11;811881181585;Tipo_03;WEB;03-05-2021 0:19;08-05-2021 10:13;150
67;11;8118811817101;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 8:23;58,34
68;4;8118811817108;Tipo_03;WEB;03-05-2021 0:20;;0
69;11;811881181584;Tipo_02;WEB;03-05-2021 0:20;10-05-2021 0:44;150
70;11;8118811818108;Tipo_01;WEB;03-05-2021 0:20;08-05-2021 1:59;95,28
71;3;811881181697;Tipo_01;WEB;03-05-2021 0:21;;135,81
72;11;811881181583;Tipo_01;WEB;03-05-2021 0:21;08-05-2021 10:25;150
73;3;811881181586;Tipo_01;WEB;03-05-2021 0:21;;0
74;11;811881181158;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 18:25;73,98
75;11;8118811880116;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 23:02;130,03
76;11;8118811819109;Tipo_03;WEB;03-05-2021 0:21;07-05-2021 23:31;150
77;11;8118811818106;Tipo_03;WEB;03-05-2021 0:22;13-05-2021 8:30;35,35
78;11;8118811819111;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 13:15;106,27
79;4;811881181698;Tipo_01;WEB;03-05-2021 0:22;;0
80;3;8118811818105;Tipo_01;WEB;03-05-2021 0:22;;0
81;11;8118811819118;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 0:03;123,98
82;4;8118811880117;Tipo_03;WEB;03-05-2021 0:22;;0
83;11;8118811819110;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 21:24;150
84;11;8118811881119;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 8:06;150
85;11;811881181799;Tipo_03;Call;03-05-2021 0:23;08-05-2021 11:00;150
86;11;8118811818107;Tipo_01;WEB;03-05-2021 0:23;09-05-2021 2:57;111,96
87;11;8118811881183;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 0:38;105,94
88;11;8118811880115;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 13:44;68,79
89;3;8118811881188;Tipo_02;WEB;03-05-2021 0:23;;150
90;11;8118811881181;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 7:43;81,84
91;11;811881181694;Tipo_03;Call;03-05-2021 0:23;08-05-2021 10:10;150
92;11;8118811881189;Tipo_03;WEB;03-05-2021 0:23;08-05-2021 11:58;123,97
93;11;8118811880118;Tipo_01;WEB;03-05-2021 0:24;09-05-2021 6:04;128,57
94;11;8118811888130;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 10:54;65,88
95;11;811881181479;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 0:41;30,22
96;11;811881181589;Tipo_02;WEB;03-05-2021 0:24;08-05-2021 2:19;131,83
97;11;8118811888133;Tipo_01;WEB;03-05-2021 0:24;12-05-2021 10:14;141,77
98;11;8118811888137;Tipo_01;WEB;03-05-2021 0:24;08-05-2021 9:20;140,07
99;11;8118811888136;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 9:22;90,19
100;11;8118811883139;Tipo_02;WEB;03-05-2021 0:25;08-05-2021 19:22;84,95
101;11;8118811883141;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 1:45;150
102;11;8118811888135;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 9:47;127,68
103;11;8118811888138;Tipo_03;WEB;03-05-2021 0:26;12-05-2021 23:28;150
104;11;8118811884148;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 7:04;150
105;6;8118811883140;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:20;150
106;11;8118811888134;Tipo_01;WEB;03-05-2021 0:26;08-05-2021 8:58;71,84
107;11;8118811883138;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:30;118,9
108;11;8118811885149;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 8:05;150
109;11;8118811881185;Tipo_03;WEB;03-05-2021 0:27;10-05-2021 10:05;150
110;11;8118811881186;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 18:34;150
111;11;8118811881180;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 8:19;150
112;11;8118811886156;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 14:18;150
113;11;8118811887168;Tipo_03;WEB;03-05-2021 0:28;08-05-2021 0:08;150
114;11;8118811884144;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 23:25;150
115;11;8118811885155;Tipo_03;WEB;03-05-2021 0:29;09-05-2021 16:39;142,97
116;11;8118811886157;Tipo_03;WEB;03-05-2021 0:29;08-05-2021 1:51;88,27
117;3;8118811884143;Tipo_02;WEB;03-05-2021 0:29;;0
118;3;8118811886161;Tipo_03;WEB;03-05-2021 0:29;;0
119;11;8118811886160;Tipo_03;WEB;03-05-2021 0:29;07-05-2021 23:29;100,05
120;11;8118811887168;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 8:33;137,17
121;11;8118811887165;Tipo_02;WEB;03-05-2021 0:29;08-05-2021 11:05;150
122;11;8118811886158;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 10:07;120,93
123;11;8118811884145;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 22:40;105,62
124;11;8118811885150;Tipo_03;WEB;03-05-2021 0:30;08-05-2021 8:00;150
125;11;8118811887166;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:13;149,35
126;11;8118811888170;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:24;150
127;11;8118811887164;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 1:07;79,59
128;3;8118811887163;Tipo_03;WEB;03-05-2021 0:31;;0
129;11;8118811889171;Tipo_02;WEB;03-05-2021 0:31;08-05-2021 2:17;150
130;3;8118811887167;Tipo_01;WEB;03-05-2021 0:31;;0
131;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
132;11;8118811830178;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 0:11;150
133;4;8118811889178;Tipo_03;Sucursal;03-05-2021 0:32;;0
134;11;8118811881187;Tipo_01;WEB;03-05-2021 0:32;10-05-2021 16:11;150
135;11;8118811889173;Tipo_01;WEB;03-05-2021 0:32;08-05-2021 11:32;95,97
136;11;8118811831190;Tipo_03;Sucursal;03-05-2021 0:33;08-05-2021 7:36;139,62
137;4;8118811831187;Tipo_03;WEB;03-05-2021 0:33;;0
138;11;8118811886159;Tipo_01;WEB;03-05-2021 0:33;08-05-2021 15:46;139,97
139;3;8118811830184;Tipo_03;WEB;03-05-2021 0:33;;0
140;11;811881181693;Tipo_01;WEB;03-05-2021 0:33;10-05-2021 11:25;150
141;11;8118811884147;Tipo_01;WEB;03-05-2021 0:33;08-05-2021 0:36;124,69
142;11;8118811830185;Tipo_02;WEB;03-05-2021 0:33;08-05-2021 0:53;150
143;11;8118811889175;Tipo_02;WEB;03-05-2021 0:34;08-05-2021 17:01;150
144;11;8118811830177;Tipo_01;WEB;03-05-2021 0:34;08-05-2021 9:02;150
145;11;8118811889176;Tipo_01;WEB;03-05-2021 0:34;08-05-2021 10:28;103,52
146;11;8118811830180;Tipo_03;WEB;03-05-2021 0:34;08-05-2021 9:21;150
147;11;8118811830181;Tipo_02;WEB;03-05-2021 0:34;08-05-2021 14:17;150
148;3;8118811830183;Tipo_01;WEB;03-05-2021 0:34;;0
149;11;8118811838194;Tipo_01;WEB;03-05-2021 0:35;11-05-2021 12:35;34,92
150;3;8118811887169;Tipo_01;WEB;03-05-2021 0:35;;0
151;11;8118811831189;Tipo_03;WEB;03-05-2021 0:35;08-05-2021 22:24;53,69
152;11;8118811834800;Tipo_03;WEB;03-05-2021 0:36;08-05-2021 15:13;94,02
153;11;8118811830179;Tipo_02;WEB;03-05-2021 0:36;08-05-2021 8:19;150
154;11;8118811838195;Tipo_03;WEB;03-05-2021 0:36;08-05-2021 1:03;141,71
155;11;8118811831188;Tipo_02;WEB;03-05-2021 0:36;08-05-2021 11:17;150
156;11;8118811831191;Tipo_01;WEB;03-05-2021 0:36;08-05-2021 9:10;150
157;11;8118811838198;Tipo_03;Sucursal;03-05-2021 0:37;08-05-2021 0:32;15,5
158;11;8118811835804;Tipo_03;WEB;03-05-2021 0:37;08-05-2021 0:42;150
159;11;8118811835801;Tipo_01;WEB;03-05-2021 0:37;08-05-2021 11:46;125,23
160;3;8118811835808;Tipo_02;WEB;03-05-2021 0:38;;0
161;11;8118811833198;Tipo_03;WEB;03-05-2021 0:40;08-05-2021 13:43;16,97
162;11;8118811833196;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 14:16;138,93
163;11;8118811837811;Tipo_02;WEB;03-05-2021 0:40;08-05-2021 10:24;133,08
164;11;8118811837809;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 18:13;150
165;11;8118811838817;Tipo_01;WEB;03-05-2021 0:40;08-05-2021 14:49;42,98
166;11;8118811837818;Tipo_01;WEB;03-05-2021 0:41;09-05-2021 11:42;98,7
167;3;8118811839887;Tipo_03;WEB;03-05-2021 0:41;;0
168;11;8118811838816;Tipo_01;WEB;03-05-2021 0:41;08-05-2021 0:44;99
169;11;8118811837808;Tipo_01;WEB;03-05-2021 0:41;08-05-2021 11:48;79,08
170;3;8118811839881;Tipo_01;WEB;03-05-2021 0:42;;0
171;11;8118811838814;Tipo_03;Call;03-05-2021 0:42;08-05-2021 4:03;102,33
172;11;8118811838818;Tipo_01;WEB;03-05-2021 0:42;10-05-2021 12:51;150
173;11;8118811840830;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 0:22;73,16
174;11;8118811837810;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 0:28;150
175;11;8118811840888;Tipo_01;WEB;03-05-2021 0:42;08-05-2021 22:00;150
176;6;8118811839819;Tipo_01;WEB;03-05-2021 0:42;;66,07
177;11;8118811835806;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 10:07;95,06
178;11;8118811839885;Tipo_03;WEB;03-05-2021 0:43;08-05-2021 13:01;44,49
179;3;8118811839880;Tipo_01;WEB;03-05-2021 0:43;;0
180;11;8118811835805;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 22:32;60,83
181;11;8118811840838;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 3:24;150
182;11;8118811840831;Tipo_03;WEB;03-05-2021 0:43;10-05-2021 10:25;54,78
183;11;8118811840833;Tipo_01;WEB;03-05-2021 0:43;08-05-2021 22:26;150
184;11;8118811839888;Tipo_01;WEB;03-05-2021 0:44;11-05-2021 0:46;150
185;11;8118811841834;Tipo_03;WEB;03-05-2021 0:44;08-05-2021 0:25;150
186;3;8118811848838;Tipo_01;WEB;03-05-2021 0:44;;0
187;3;8118811837807;Tipo_01;WEB;03-05-2021 0:44;;150
188;11;8118811839884;Tipo_02;WEB;03-05-2021 0:44;08-05-2021 8:28;150
189;11;8118811843848;Tipo_02;WEB;03-05-2021 0:45;12-05-2021 15:25;150
190;11;8118811841835;Tipo_01;WEB;03-05-2021 0:45;08-05-2021 11:43;79,98
191;11;8118811848839;Tipo_02;WEB;03-05-2021 0:45;08-05-2021 8:07;150
192;3;8118811833197;Tipo_02;WEB;03-05-2021 0:45;;121,69
193;11;8118811844849;Tipo_01;WEB;03-05-2021 0:45;08-05-2021 12:21;106,91
194;11;8118811843844;Tipo_01;WEB;03-05-2021 0:46;09-05-2021 22:23;150
195;11;8118811843847;Tipo_03;WEB;03-05-2021 0:46;08-05-2021 0:02;106,78
196;11;8118811843845;Tipo_01;WEB;03-05-2021 0:46;08-05-2021 1:01;107,29
197;4;8118811844850;Tipo_01;WEB;03-05-2021 0:46;;0
198;11;8118811843841;Tipo_03;Call;03-05-2021 0:46;08-05-2021 7:47;102,63
199;11;8118811843843;Tipo_01;WEB;03-05-2021 0:46;11-05-2021 10:35;129,28
200;11;8118811844858;Tipo_03;Call;03-05-2021 0:47;09-05-2021 2:55;107,2
201;11;8118811848840;Tipo_01;WEB;03-05-2021 0:47;08-05-2021 16:29;89,18
